id,name,description,categories
306,Mashup_306,This mashup integrates food functionality for automated processes.,['Food']
307,Mashup_307,"Web application combining security, sports, and food services to deliver automated processes.","['Security', 'Sports', 'Food']"
308,Mashup_308,"analytics, food, and news integration platform enabling improved productivity.","['Analytics', 'Food', 'News']"
309,Mashup_309,"Mashup application that leverages analytics, storage, and food APIs for better data visualization.","['Analytics', 'Storage', 'Food']"
310,Mashup_310,"A advertising, legal, and food mashup that combines multiple services to provide automated processes.","['Advertising', 'Legal', 'Food']"
311,Mashup_311,This mashup integrates legal functionality for enhanced user experience.,['Legal']
312,Mashup_312,Web application combining art services to deliver streamlined workflows.,['Art']
313,Mashup_313,project management integration platform enabling enhanced user experience.,['Project Management']
314,Mashup_314,"Mashup application that leverages sports, food, and storage APIs for enhanced user experience.","['Sports', 'Food', 'Storage']"
315,Mashup_315,"A search, analytics, and storage mashup that combines multiple services to provide automated processes.","['Search', 'Analytics', 'Storage']"
316,Mashup_316,This mashup integrates food and storage functionality for improved productivity.,"['Food', 'Storage']"
317,Mashup_317,Web application combining food and photo services to deliver better data visualization.,"['Food', 'Photo']"
318,Mashup_318,books integration platform enabling automated processes.,['Books']
319,Mashup_319,"Mashup application that leverages communication, collaboration, storage, and project management APIs for automated processes.","['Communication', 'Collaboration', 'Storage', 'Project Management']"
320,Mashup_320,"A media, advertising, and food mashup that combines multiple services to provide streamlined workflows.","['Media', 'Advertising', 'Food']"
321,Mashup_321,"This mashup integrates travel, storage, entertainment, and search functionality for improved productivity.","['Travel', 'Storage', 'Entertainment', 'Search']"
322,Mashup_322,"Web application combining search, storage, and entertainment services to deliver improved productivity.","['Search', 'Storage', 'Entertainment']"
323,Mashup_323,"project management, photo, and advertising integration platform enabling enhanced user experience.","['Project Management', 'Photo', 'Advertising']"
324,Mashup_324,Mashup application that leverages mapping APIs for automated processes.,['Mapping']
325,Mashup_325,"A health, advertising, and communication mashup that combines multiple services to provide better data visualization.","['Health', 'Advertising', 'Communication']"
326,Mashup_326,This mashup integrates search functionality for streamlined workflows.,['Search']
327,Mashup_327,"Web application combining communication, collaboration, advertising, and sports services to deliver automated processes.","['Communication', 'Collaboration', 'Advertising', 'Sports']"
328,Mashup_328,"enterprise, productivity, and food integration platform enabling enhanced user experience.","['Enterprise', 'Productivity', 'Food']"
329,Mashup_329,"Mashup application that leverages project management, storage, and government APIs for real-time updates.","['Project Management', 'Storage', 'Government']"
330,Mashup_330,"A communication, collaboration, and food mashup that combines multiple services to provide improved productivity.","['Communication', 'Collaboration', 'Food']"
331,Mashup_331,This mashup integrates education functionality for improved productivity.,['Education']
332,Mashup_332,"Web application combining search, tools, and storage services to deliver real-time updates.","['Search', 'Tools', 'Storage']"
333,Mashup_333,gaming integration platform enabling better data visualization.,['Gaming']
334,Mashup_334,"Mashup application that leverages bookmark, entertainment, and content APIs for better data visualization.","['Bookmark', 'Entertainment', 'Content']"
335,Mashup_335,"A cloud, storage, and food mashup that combines multiple services to provide better data visualization.","['Cloud', 'Storage', 'Food']"
336,Mashup_336,This mashup integrates tools functionality for real-time updates.,['Tools']
337,Mashup_337,"Web application combining real estate, photo, and food services to deliver improved productivity.","['Real Estate', 'Photo', 'Food']"
338,Mashup_338,search and storage integration platform enabling better data visualization.,"['Search', 'Storage']"
339,Mashup_339,Mashup application that leverages storage APIs for better data visualization.,['Storage']
340,Mashup_340,"A government, food, and storage mashup that combines multiple services to provide better data visualization.","['Government', 'Food', 'Storage']"
341,Mashup_341,This mashup integrates music functionality for enhanced user experience.,['Music']
342,Mashup_342,Web application combining security services to deliver automated processes.,['Security']
343,Mashup_343,cloud integration platform enabling real-time updates.,['Cloud']
344,Mashup_344,Mashup application that leverages real estate APIs for real-time updates.,['Real Estate']
345,Mashup_345,"A project management, government, and storage mashup that combines multiple services to provide enhanced user experience.","['Project Management', 'Government', 'Storage']"
346,Mashup_346,"This mashup integrates tools, art, database, and storage functionality for automated processes.","['Tools', 'Art', 'Database', 'Storage']"
347,Mashup_347,Web application combining marketing services to deliver better data visualization.,['Marketing']
348,Mashup_348,storage and entertainment integration platform enabling better data visualization.,"['Storage', 'Entertainment']"
349,Mashup_349,Mashup application that leverages sports APIs for enhanced user experience.,['Sports']
350,Mashup_350,"A analytics, tools, food, and storage mashup that combines multiple services to provide better data visualization.","['Analytics', 'Tools', 'Food', 'Storage']"
351,Mashup_351,This mashup integrates collaboration and books functionality for better data visualization.,"['Collaboration', 'Books']"
352,Mashup_352,"Web application combining education, storage, books, and entertainment services to deliver better data visualization.","['Education', 'Storage', 'Books', 'Entertainment']"
353,Mashup_353,payment integration platform enabling comprehensive functionality.,['Payment']
